EmpNo,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Dept,salary
A3004,0.75,0.66,5,177,2,0,0,0,sales,low
A3005,0.42,0.89,6,188,5,1,0,0,sales,low
A3006,0.54,0.74,3,185,4,0,0,0,sales,low
A3007,0.84,0.85,3,153,4,0,0,0,accounting,low
A3008,0.95,0.79,4,174,3,0,0,0,accounting,low
A3009,0.6,0.61,4,209,3,0,0,0,accounting,low
A3010,0.95,0.71,3,251,2,1,0,0,hr,low
A3011,0.62,0.89,3,153,3,1,0,0,hr,low
A3012,0.89,0.73,3,210,2,0,0,0,hr,low
A3013,0.73,0.93,5,167,3,0,0,0,hr,low
A3014,0.86,0.94,3,151,2,0,0,0,technical,low
A3015,0.76,0.73,3,158,2,0,0,0,technical,low
A3016,0.91,0.76,3,116,5,0,0,0,technical,low
A3017,1,0.81,5,178,2,0,0,0,technical,low
A3018,0.98,0.78,4,155,3,1,0,0,technical,low
A3019,0.65,0.89,3,151,2,0,0,0,technical,low
A3020,0.62,0.79,4,216,2,1,0,0,technical,low
A3021,0.83,0.82,5,179,3,0,0,0,technical,low
A3022,0.75,1,4,135,4,0,0,0,technical,low
A3023,0.82,0.63,4,232,4,0,0,0,technical,low
A3024,0.69,0.68,4,168,3,0,0,0,technical,low
A3025,0.41,0.96,6,171,5,1,0,0,support,medium
A3026,0.52,0.64,5,258,2,0,0,0,support,medium
A3027,0.74,0.86,3,221,2,0,0,0,support,medium
A3028,0.33,0.96,5,97,3,0,0,0,support,medium
A3029,0.8,0.69,3,164,3,0,0,0,support,medium
A3030,0.82,0.89,4,237,3,0,0,0,support,medium
A3031,0.59,0.65,5,161,2,0,0,0,support,medium
A3032,0.98,0.8,4,134,2,1,0,0,support,medium
A3033,0.93,0.94,4,188,3,0,0,0,support,medium
A3034,0.49,0.95,4,181,3,0,0,0,support,medium
A3035,0.6,0.94,4,160,2,0,0,0,support,medium
A3036,0.34,0.82,6,197,5,1,0,0,technical,medium
A3037,0.71,0.77,3,145,3,0,0,0,technical,high
A3038,0.6,0.64,5,221,2,0,0,0,technical,low
A3039,0.12,0.78,6,260,5,0,0,0,management,medium
A3040,0.16,0.87,3,99,5,1,0,0,IT,medium
A3041,0.57,0.61,3,243,3,0,0,0,IT,medium
A3042,0.72,0.8,5,244,3,0,0,0,IT,medium
A3043,0.91,0.55,4,179,4,0,0,0,IT,low
A3044,0.95,0.49,4,146,6,1,0,0,IT,low
A3045,0.71,0.9,3,262,2,1,0,0,product_mng,low
A3046,0.9,0.69,4,174,2,0,0,0,product_mng,low
A3047,0.66,0.81,4,148,4,0,0,0,product_mng,low
A3048,0.48,0.59,5,235,3,0,0,0,product_mng,low
A3049,0.82,0.82,5,285,2,1,0,0,IT,low
A3050,0.83,0.79,4,143,3,0,0,0,RandD,low
A3051,0.85,0.82,6,141,5,0,0,0,RandD,low
A3052,0.84,0.47,3,125,4,0,0,0,RandD,low
A3053,0.99,0.51,4,232,3,0,0,0,RandD,low
A3054,0.54,0.72,3,172,2,0,0,0,RandD,low
A3055,0.64,0.42,5,283,5,0,0,0,marketing,low
A3056,0.67,0.68,3,189,3,0,0,0,sales,low
A3057,0.48,0.54,2,144,3,0,0,0,accounting,low
A3058,0.58,0.77,4,145,3,1,0,0,support,low
A3059,0.54,0.59,3,200,3,0,0,0,technical,low
A3060,0.25,0.65,3,264,4,0,0,0,management,low
A3061,0.9,0.53,3,215,3,0,0,0,marketing,low
A3062,0.48,0.39,4,272,3,0,0,0,marketing,low
A3063,0.76,0.9,5,142,3,0,0,0,marketing,low
A3064,0.72,0.53,5,240,2,0,0,0,sales,medium
A3065,0.95,0.66,4,168,2,0,0,0,sales,medium
A3066,0.73,0.55,4,171,4,0,0,0,sales,medium
A3067,0.93,0.7,3,159,2,0,0,0,sales,medium
A3068,0.89,0.61,3,175,4,0,0,0,sales,medium
A3069,0.7,0.97,4,244,3,0,0,0,sales,medium
A3070,0.98,0.57,3,198,3,0,0,0,sales,medium
A3071,0.72,0.65,5,151,3,0,0,0,sales,medium
A3072,0.49,0.69,2,188,4,0,0,0,sales,medium
A3073,0.15,0.85,3,199,2,0,0,0,sales,medium
A3074,0.57,0.96,4,257,3,0,0,0,sales,medium
A3075,0.21,0.81,4,144,4,0,0,0,sales,medium
A3076,0.46,0.57,4,275,3,0,0,0,sales,high
A3077,0.56,0.52,3,243,3,0,0,0,sales,low
A3078,0.81,0.66,3,181,2,1,0,0,sales,medium
A3079,0.93,0.59,5,172,3,0,0,0,sales,medium
A3080,0.82,0.97,3,244,5,0,0,0,sales,medium
A3081,0.76,0.51,4,242,3,0,0,0,sales,medium
A3082,0.97,0.81,3,249,2,0,0,0,sales,low
A3083,0.38,0.81,5,128,3,1,0,0,accounting,low
A3084,0.46,0.49,3,213,3,0,0,0,accounting,low
A3085,0.34,0.57,4,152,3,1,0,0,accounting,low
A3086,0.63,0.76,4,245,3,0,0,0,hr,low
A3087,0.57,0.56,4,113,3,0,0,0,hr,low
A3088,0.17,0.76,4,280,5,0,0,0,hr,low
A3089,0.74,0.67,3,273,3,1,0,0,hr,low
A3090,0.59,0.56,4,221,3,1,0,0,technical,low
A3091,0.49,0.61,5,133,3,0,0,0,technical,low
A3092,0.49,0.58,3,136,4,1,0,0,technical,low
A3093,0.61,0.71,4,243,3,1,0,0,technical,low
A3094,0.81,0.79,5,135,3,0,0,0,technical,low
A3095,0.74,0.63,3,231,3,0,0,0,technical,low
A3096,0.91,0.98,3,259,4,0,0,0,technical,low
A3097,0.71,0.66,3,238,2,0,0,0,technical,low
A3098,0.73,0.71,3,210,3,0,0,0,technical,low
A3099,0.44,0.4,3,120,6,0,0,0,technical,low
A3100,0.6,0.56,2,203,4,0,0,0,technical,low
A3101,0.73,0.88,4,148,2,0,0,0,support,low
A3102,0.8,0.54,4,258,3,0,0,0,support,low
A3103,0.97,0.5,3,225,2,0,0,0,support,medium
A3104,0.99,0.75,4,208,2,0,0,0,support,medium
A3105,0.96,0.82,4,274,3,0,0,0,support,medium
A3106,0.24,0.7,5,147,6,1,0,0,support,medium
A3107,0.45,0.39,2,167,3,0,0,0,support,medium
A3108,0.74,0.96,4,154,4,0,0,0,support,medium
A3109,0.6,0.98,4,195,3,0,0,0,support,medium
A3110,0.67,0.56,3,237,4,0,0,0,support,medium
A3111,0.57,0.99,4,222,2,0,0,0,support,medium
A3112,0.87,0.71,5,145,4,0,0,0,technical,medium
A3113,0.25,0.83,3,257,5,1,0,0,technical,medium
A3114,0.98,0.84,3,286,4,0,0,0,technical,medium
A3115,0.3,0.64,2,137,3,0,0,0,management,high
A3116,0.21,0.52,5,130,2,0,0,0,IT,low
A3117,0.56,0.7,3,214,2,0,0,0,IT,medium
A3118,0.75,0.96,3,138,2,0,0,0,IT,medium
A3119,0.5,0.77,3,166,3,0,0,0,IT,medium
A3120,0.61,0.92,4,159,5,0,0,0,IT,medium
A3121,0.83,0.59,5,160,4,0,0,0,product_mng,low
A3122,0.66,0.76,3,155,4,1,0,0,product_mng,low
A3123,0.84,0.68,3,231,3,0,0,0,product_mng,low
A3124,0.87,0.57,4,227,3,0,0,0,product_mng,low
A3125,0.48,0.37,3,181,2,0,0,0,IT,low
A3126,0.84,0.79,4,222,3,0,0,0,RandD,low
A3127,0.49,0.71,3,196,3,0,0,0,RandD,low
A3128,0.67,0.93,3,206,3,0,0,0,RandD,low
A3129,0.12,0.93,6,257,6,1,0,0,RandD,low
A3130,0.99,0.67,5,153,2,0,0,0,RandD,low
A3131,0.17,0.59,5,250,5,0,0,0,marketing,low
A3132,0.58,0.66,3,250,5,0,0,0,sales,low
A3133,0.5,0.73,3,148,3,0,0,0,accounting,low
A3134,0.35,0.69,3,141,2,1,0,0,support,low
A3135,0.93,0.95,6,147,3,0,0,0,technical,low
A3136,0.73,0.87,3,142,3,0,0,0,management,low
A3137,0.91,0.54,3,210,2,0,0,0,marketing,low
A3138,0.72,0.66,3,152,2,0,0,0,marketing,low
A3139,0.51,0.39,3,149,3,0,0,0,marketing,low
A3140,0.55,0.92,3,198,3,0,0,0,sales,low
A3141,0.66,0.76,3,139,5,0,0,0,sales,low
A3142,0.84,0.41,6,255,6,1,0,0,sales,medium
A3143,0.81,0.8,4,229,2,0,0,0,sales,medium
A3144,0.81,0.69,5,134,2,0,0,0,sales,medium
A3145,0.5,0.75,5,255,3,0,0,0,sales,medium
A3146,0.78,0.68,5,189,3,0,0,0,sales,medium
A3147,0.76,0.74,3,183,3,0,0,0,sales,medium
A3148,0.49,0.71,3,154,2,0,0,0,sales,medium
A3149,0.99,0.61,3,167,3,0,0,0,sales,medium
A3150,0.73,0.48,4,139,5,0,0,0,sales,medium
A3151,0.88,0.74,5,245,2,0,0,0,sales,medium
A3152,0.79,0.91,4,200,3,0,0,0,sales,medium
A3153,0.83,0.98,3,159,2,0,0,0,sales,medium
A3154,0.21,0.44,4,163,6,0,0,0,sales,high
A3155,0.87,0.52,3,158,2,1,0,0,sales,low
A3156,1,0.89,3,194,3,0,0,0,sales,medium
A3157,0.49,0.98,3,267,3,1,0,0,sales,medium
A3158,0.51,0.63,3,183,2,0,0,0,sales,medium
A3159,0.63,0.64,3,174,2,0,0,0,accounting,medium
A3160,0.91,0.63,4,240,3,0,0,0,accounting,low
A3161,0.54,0.5,2,123,4,1,0,0,accounting,low
A3162,1,0.59,4,174,3,0,0,0,hr,low
A3163,0.64,0.91,5,246,3,0,0,0,hr,low
A3164,0.65,0.96,5,173,2,0,0,0,hr,low
A3165,0.15,0.93,4,185,5,0,0,0,hr,low
A3166,0.81,0.83,4,259,3,1,0,0,technical,low
A3167,0.61,0.83,3,112,4,1,0,0,technical,low
A3168,0.86,0.55,5,219,2,0,0,0,technical,medium
A3169,0.71,0.62,3,258,2,0,0,0,technical,medium
A3170,0.72,0.82,5,287,3,0,0,0,technical,medium
A3171,0.84,0.37,5,186,2,0,0,0,technical,medium
A3172,0.38,0.74,3,159,4,0,0,0,technical,medium
A3173,0.75,0.56,4,230,3,0,0,0,technical,medium
A3174,0.93,0.77,5,106,5,0,0,0,technical,medium
A3175,0.71,0.64,4,189,3,0,0,0,technical,medium
A3176,0.75,0.96,3,252,3,0,0,0,technical,medium
A3177,0.56,0.68,4,220,2,0,0,0,support,medium
A3178,0.57,0.82,5,218,3,0,0,0,support,medium
A3179,0.63,0.83,4,145,4,0,0,0,support,medium
A3180,0.59,0.91,4,142,3,1,0,0,support,medium
A3181,0.77,0.62,3,218,2,0,0,0,support,medium
A3182,0.65,0.7,4,157,4,0,0,0,support,medium
A3183,0.84,0.49,4,178,3,0,0,0,support,medium
A3184,0.9,0.45,4,241,6,0,0,0,support,medium
A3185,0.6,0.83,3,230,3,0,0,0,support,medium
A3186,0.9,0.74,5,249,3,0,0,0,support,medium
A3187,0.94,0.7,5,147,2,0,0,0,support,medium
A3188,0.56,0.9,4,115,3,0,0,0,technical,medium
A3189,0.95,0.86,5,143,3,0,0,0,technical,medium
A3190,0.97,0.85,4,219,3,0,0,0,technical,medium
A3191,0.55,0.63,4,218,2,0,0,0,management,medium
A3192,0.79,0.6,5,235,2,0,0,0,IT,medium
A3193,0.49,0.76,5,237,3,0,0,0,IT,high
A3194,0.49,0.58,5,186,2,0,0,0,IT,high
A3195,0.57,0.65,5,177,2,0,0,0,IT,high
A3196,0.89,0.81,4,228,4,0,0,0,IT,high
A3197,0.66,0.59,3,204,3,0,0,0,product_mng,high
A3198,0.94,0.77,5,210,3,0,0,0,product_mng,high
A3199,0.98,0.95,4,250,2,1,0,0,product_mng,high
A3200,0.18,0.52,5,185,6,0,0,0,product_mng,high
A3201,0.57,0.73,3,146,3,0,0,0,IT,high
A3202,0.67,0.55,3,217,2,0,0,0,RandD,high
A3203,0.12,0.61,6,172,6,0,0,0,RandD,high
A3204,0.48,0.95,3,184,2,0,0,0,RandD,high
A3205,0.61,0.97,3,148,3,0,0,0,RandD,low
A3206,0.23,0.52,5,236,4,0,0,0,RandD,low
A3207,0.4,0.38,3,280,2,0,0,0,marketing,low
A3208,0.57,0.6,3,218,3,0,0,0,sales,low
A3209,0.95,0.98,5,155,3,0,0,0,accounting,low
A3210,0.93,0.66,4,242,4,0,0,0,support,low
A3211,0.7,0.88,3,166,5,0,0,0,technical,low
A3212,0.58,0.9,4,175,3,1,0,0,management,low
A3213,0.52,0.95,5,234,3,0,0,0,marketing,low
A3214,0.98,0.88,5,232,3,0,0,0,marketing,low
A3215,0.93,0.94,4,156,3,1,0,0,marketing,low
A3216,0.34,0.63,5,248,3,0,0,0,sales,low
A3217,0.87,0.75,4,218,2,0,0,0,sales,low
A3218,0.52,0.96,5,251,2,1,0,0,sales,low
A3219,0.58,0.91,4,173,4,0,0,0,sales,low
A3220,0.65,0.51,4,157,3,1,0,0,sales,medium
A3221,0.74,0.59,3,274,3,0,0,0,sales,medium
A3222,0.63,0.7,5,182,3,0,0,0,sales,medium
A3223,0.74,0.74,4,233,2,0,0,0,sales,medium
A3224,0.65,1,4,249,3,0,0,0,sales,medium
A3225,0.48,0.94,3,162,3,1,0,0,sales,medium
A3226,0.84,0.75,3,184,3,0,0,0,sales,medium
A3227,0.6,0.62,3,135,2,0,0,0,sales,medium
A3228,0.56,0.57,3,143,2,0,0,0,sales,medium
A3229,0.13,0.8,5,203,5,0,0,0,sales,medium
A3230,0.83,0.51,5,143,4,0,0,0,sales,medium
A3231,0.91,0.42,2,142,3,1,0,0,sales,medium
A3232,0.97,0.97,5,171,2,0,0,0,sales,high
A3233,0.9,0.96,3,223,4,0,0,0,sales,high
A3234,0.57,0.87,4,148,3,0,0,0,sales,high
A3235,0.84,0.79,6,140,2,0,0,0,accounting,high
A3236,0.84,0.74,4,226,2,0,0,0,accounting,high
A3237,0.17,0.93,5,183,5,0,0,0,accounting,high
A3238,0.97,0.86,5,135,3,0,0,0,hr,high
A3239,0.94,0.66,3,236,2,0,0,0,hr,high
A3240,0.83,0.61,5,257,2,0,0,0,hr,low
A3241,0.91,0.73,3,155,3,0,0,0,hr,low
A3242,0.9,0.76,2,211,4,0,0,0,technical,low
A3243,0.95,0.86,3,207,2,0,0,0,technical,low
A3244,0.69,0.95,3,126,6,0,0,0,technical,low
A3245,0.49,0.98,3,267,2,0,0,0,technical,low
A3246,0.45,0.37,6,226,2,0,0,0,technical,low
A3247,0.21,0.9,2,239,2,0,0,0,technical,low
A3248,0.67,0.61,3,202,2,0,0,0,technical,medium
A3249,0.76,0.62,3,150,2,1,0,0,technical,medium
A3250,0.19,0.78,5,156,6,0,0,0,technical,medium
A3251,0.52,0.73,2,233,3,0,0,0,technical,medium
A3252,0.66,0.59,5,262,2,0,0,0,technical,medium
A3253,0.95,0.67,3,183,3,0,0,0,support,medium
A3254,0.95,0.78,4,225,2,0,0,0,support,medium
A3255,0.57,0.54,5,216,3,0,0,0,support,medium
A3256,0.48,0.57,5,227,3,0,0,0,support,medium
A3257,0.95,0.5,4,242,2,0,0,0,support,medium
A3258,0.7,0.67,4,224,3,0,0,0,support,medium
A3259,0.48,0.61,3,223,3,1,0,0,support,medium
A3260,0.62,0.58,3,202,2,0,0,0,support,medium
A3261,0.58,0.76,3,220,3,0,0,0,support,medium
A3262,1,0.87,4,129,5,0,0,0,support,medium
A3263,0.79,0.65,2,193,5,0,0,0,support,medium
A3264,0.58,0.73,3,165,2,0,0,0,technical,medium
A3265,0.59,0.79,4,209,2,0,0,0,technical,medium
A3266,0.66,0.8,4,183,2,1,0,0,technical,medium
A3267,0.71,0.59,4,138,3,0,0,0,management,medium
A3268,0.9,0.74,5,152,3,0,0,0,IT,medium
A3269,0.74,0.63,4,170,2,0,0,0,IT,medium
A3270,0.66,0.93,5,185,3,0,0,0,IT,medium
A3271,0.92,0.53,2,249,2,0,0,0,IT,high
A3272,0.55,0.51,4,155,3,0,0,0,IT,low
A3273,0.51,0.43,3,204,4,0,0,0,product_mng,medium
A3274,0.49,0.52,5,188,4,0,0,0,product_mng,medium
A3275,0.88,0.52,5,264,4,0,0,0,product_mng,medium
A3276,0.6,0.8,4,146,2,0,0,0,product_mng,medium
A3277,0.93,0.65,4,212,4,0,0,0,IT,medium
A3278,0.86,0.59,3,215,3,0,0,0,RandD,medium
A3279,0.78,0.98,4,239,3,0,0,0,RandD,medium
A3280,0.69,0.55,3,188,3,0,0,0,RandD,medium
A3281,0.84,0.51,4,259,3,0,0,0,RandD,medium
A3282,0.48,0.62,3,200,3,1,0,0,RandD,medium
A3283,0.63,0.86,3,245,2,0,0,0,marketing,low
A3284,0.54,0.61,3,182,2,0,0,0,sales,low
A3285,0.85,0.53,4,181,2,0,0,0,accounting,low
A3286,0.51,0.52,3,164,3,0,0,0,support,low
A3287,0.88,0.86,5,257,3,0,0,0,technical,low
A3288,0.87,0.93,3,178,3,0,0,0,management,low
A3289,0.54,0.5,4,224,3,0,0,0,marketing,low
A3290,0.96,0.67,5,170,3,0,0,0,marketing,high
A3291,0.58,0.75,4,233,2,0,0,0,marketing,low
A3292,0.21,0.57,5,239,3,0,0,0,sales,high
A3293,0.5,0.56,5,185,2,0,0,0,sales,high
A3294,0.52,0.54,4,184,3,0,0,0,sales,low
A3295,0.5,0.7,3,188,2,0,0,0,sales,low
A3296,0.74,0.86,3,186,3,1,0,0,sales,high
A3297,0.69,0.63,3,226,3,0,0,0,sales,low
A3298,0.61,0.74,2,143,6,0,0,0,sales,medium
A3299,0.5,0.82,3,213,3,0,0,0,sales,high
A3300,0.79,0.53,2,217,2,0,0,0,sales,medium
A3301,0.73,0.68,5,190,2,0,0,0,sales,medium
A3302,0.49,0.69,2,147,2,0,0,0,sales,medium
A3303,0.7,0.77,2,235,3,1,0,0,sales,medium
A3304,0.27,0.62,6,136,3,0,0,0,sales,high
A3305,0.8,0.54,5,261,2,0,0,0,sales,medium
A3306,0.45,0.6,6,176,4,0,0,0,sales,medium
A3307,0.63,0.64,4,212,4,0,0,0,sales,medium
A3308,0.76,0.52,2,148,3,0,0,0,sales,high
A3309,0.42,0.74,6,218,6,0,0,0,sales,medium
A3310,0.41,0.87,6,262,6,0,0,0,sales,high
A3311,0.74,0.46,6,145,3,0,0,0,accounting,low
A3312,0.82,0.75,3,230,4,1,0,0,accounting,medium
A3313,0.82,0.65,4,210,2,0,0,0,accounting,medium
A3314,0.53,0.73,4,227,3,0,0,0,hr,medium
A3315,0.71,0.77,4,142,2,0,0,0,hr,medium
A3316,0.5,0.9,4,171,2,0,0,0,hr,low
A3317,0.68,0.89,3,241,3,0,0,0,hr,low
A3318,0.68,0.99,3,247,2,1,0,0,technical,low
A3319,0.48,0.86,5,246,3,0,0,0,technical,low
A3320,0.59,0.72,3,188,3,1,0,0,technical,low
A3321,0.21,0.7,3,104,2,0,0,0,technical,low
A3322,0.99,0.73,5,197,4,1,0,0,technical,low
A3323,1,0.88,4,191,4,0,0,0,technical,low
A3324,0.84,0.51,4,173,2,0,0,0,technical,low
A3325,0.86,0.82,2,207,4,1,0,0,technical,low
A3326,0.52,0.54,5,247,4,0,0,0,technical,high
A3327,0.94,0.97,5,197,5,1,0,0,technical,low
A3328,0.55,0.81,3,242,2,0,0,0,technical,low
A3329,0.79,0.59,3,145,2,0,0,0,support,low
A3330,0.91,0.9,4,174,3,0,0,0,support,low
A3331,0.82,0.99,3,195,2,0,0,0,support,high
A3332,0.84,0.94,4,270,3,1,0,0,support,low
A3333,0.72,0.68,4,238,3,0,0,0,support,low
A3334,0.68,0.85,4,156,2,0,0,0,support,low
A3335,0.99,0.96,5,261,3,0,0,0,support,high
A3336,0.74,0.85,5,135,2,0,0,0,support,low
A3337,0.8,0.41,6,185,4,0,0,0,support,medium
A3338,0.55,0.55,3,197,3,0,0,0,support,high
A3339,0.56,0.95,3,241,3,0,0,0,support,medium
A3340,0.88,0.98,3,263,3,1,0,0,technical,high
A3341,0.86,0.49,4,251,2,0,0,0,technical,medium
A3342,0.64,0.95,3,218,2,0,0,0,technical,medium
A3343,0.82,0.58,4,183,3,0,0,0,management,medium
A3344,0.66,0.8,4,252,3,0,0,0,IT,medium
A3345,0.64,0.95,3,98,3,0,0,0,IT,medium
A3346,0.17,0.78,6,284,4,0,0,0,IT,medium
A3347,0.75,0.68,4,220,2,0,0,0,IT,medium
A3348,0.45,0.39,4,275,3,0,0,0,IT,medium
A3349,0.99,0.9,4,164,3,0,0,0,product_mng,high
A3350,0.93,0.67,5,237,4,0,0,0,product_mng,low
A3351,0.88,0.8,3,133,3,0,0,0,product_mng,medium
A3352,0.62,0.52,5,256,4,0,0,0,product_mng,medium
A3353,0.94,0.88,4,270,3,0,0,0,IT,medium
A3354,0.59,0.92,4,196,2,0,0,0,RandD,medium
A3355,0.93,0.89,4,209,2,0,0,0,RandD,medium
A3356,0.71,0.39,3,261,3,0,0,0,RandD,medium
A3357,0.6,0.6,3,221,2,0,0,0,RandD,medium
A3358,0.71,0.69,4,180,3,1,0,0,RandD,medium
A3359,0.91,0.57,4,145,3,0,0,0,marketing,medium
A3360,0.78,0.96,4,111,2,0,0,0,sales,high
A3361,0.52,0.63,4,232,3,0,0,0,accounting,low
A3362,0.99,0.7,5,195,3,0,0,0,support,low
A3363,0.86,0.51,4,211,2,1,0,0,technical,low
A3364,0.74,0.68,4,194,2,0,0,0,management,high
A3365,0.15,0.84,4,275,5,0,0,0,marketing,low
A3366,0.57,0.54,3,140,3,0,0,0,marketing,low
A3367,0.67,0.6,3,157,3,0,0,0,marketing,low
A3368,0.8,0.93,4,258,3,0,0,0,sales,high
A3369,0.83,0.82,5,273,4,0,0,0,sales,low
A3370,0.69,0.53,3,135,2,0,0,0,sales,low
A3371,0.64,0.83,3,188,4,0,0,0,sales,low
A3372,0.95,0.52,5,222,2,0,0,0,sales,low
A3373,0.97,0.52,4,231,3,0,0,0,sales,low
A3374,0.85,0.86,3,255,2,0,0,0,sales,low
A3375,0.72,0.51,3,254,2,0,0,0,sales,low
A3376,0.91,0.85,3,244,3,1,0,0,sales,medium
A3377,0.81,0.83,3,132,4,0,0,0,sales,medium
A3378,0.13,0.67,5,234,6,0,0,0,sales,medium
A3379,0.95,0.81,4,272,3,0,0,0,sales,medium
A3380,0.82,0.54,4,191,3,0,0,0,sales,medium
A3381,0.63,0.93,4,238,4,0,0,0,sales,medium
A3382,0.55,0.69,3,225,2,0,0,0,sales,medium
A3383,0.83,0.95,3,211,2,0,0,0,sales,medium
A3384,0.54,0.98,3,217,3,0,0,0,sales,medium
A3385,0.89,0.91,5,156,4,0,0,0,sales,medium
A3386,0.79,0.55,3,147,3,0,0,0,sales,medium
A3387,0.56,0.73,4,134,3,0,0,0,accounting,medium
A3388,0.89,0.7,4,235,2,1,0,0,accounting,high
A3389,1,0.66,4,238,4,0,0,0,accounting,low
A3390,0.43,0.72,3,258,4,0,0,0,hr,medium
A3391,0.71,0.55,5,224,3,0,0,0,hr,medium
A3392,0.98,0.59,4,149,2,0,0,0,hr,medium
A3393,0.81,0.7,4,219,2,1,0,0,hr,medium
A3394,0.71,0.53,3,186,2,0,0,0,technical,low
A3395,0.99,0.6,4,259,4,0,0,0,technical,low
A3396,0.34,0.62,3,119,2,0,0,0,technical,low
A3397,0.58,0.91,3,223,2,0,0,0,technical,low
A3398,0.77,0.49,4,184,3,0,0,0,technical,low
A3399,0.64,0.5,3,238,4,0,0,0,technical,low
A3400,0.13,1,4,157,5,1,0,0,technical,low
A3401,0.98,0.6,2,249,3,0,0,0,technical,low
A3402,0.72,0.84,4,195,2,0,0,0,technical,low
A3403,0.55,0.79,3,162,2,0,0,0,technical,low
A3404,0.62,0.91,4,231,3,0,0,0,technical,low
A3405,0.74,0.91,2,264,3,0,0,0,support,low
A3406,0.69,0.96,3,210,3,0,0,0,support,low
A3407,0.6,0.63,4,192,3,0,0,0,support,low
A3408,0.54,0.43,3,192,2,0,0,0,support,low
A3409,0.56,0.75,4,249,3,0,0,0,support,low
A3410,0.58,0.86,5,206,3,0,0,0,support,low
A3411,0.21,0.66,4,165,5,0,0,0,support,low
A3412,0.52,0.85,5,183,3,0,0,0,support,low
A3413,0.98,0.7,4,253,2,0,0,0,support,low
A3414,0.85,0.97,3,256,3,0,0,0,support,low
A3415,0.62,0.88,2,263,4,0,0,0,support,medium
A3416,0.63,0.61,3,234,3,1,0,0,technical,medium
A3417,0.84,0.97,6,223,2,0,0,0,technical,medium
A3418,0.71,0.69,2,172,3,0,0,0,technical,medium
A3419,0.36,0.55,6,226,6,0,0,0,management,medium
A3420,0.79,0.56,6,205,4,1,0,0,IT,medium
A3421,0.59,0.55,4,235,2,0,0,0,IT,medium
A3422,0.5,0.53,4,263,3,0,0,0,IT,medium
A3423,0.88,0.66,4,271,3,1,0,0,IT,medium
A3424,0.65,0.69,6,131,5,0,0,0,IT,medium
A3425,0.71,0.56,4,238,4,0,0,0,product_mng,medium
A3426,0.89,0.54,3,214,2,0,0,0,product_mng,medium
A3427,0.83,0.84,3,267,3,0,0,0,product_mng,high
A3428,0.73,0.53,3,184,2,0,0,0,product_mng,low
A3429,0.71,0.67,3,264,3,0,0,0,IT,medium
A3430,0.53,0.66,3,109,2,0,0,0,RandD,medium
A3431,0.74,0.7,3,253,4,1,0,0,RandD,medium
A3432,0.6,0.52,4,207,2,1,0,0,RandD,medium
A3433,0.47,0.6,4,263,5,0,0,0,RandD,low
A3434,0.88,0.88,3,214,2,1,0,0,RandD,low
A3435,0.62,0.67,2,153,3,0,0,0,marketing,low
A3436,0.24,0.48,5,123,5,1,0,0,sales,low
A3437,0.15,0.36,5,159,2,0,0,0,accounting,low
A3438,0.92,0.82,3,185,3,0,0,0,support,low
A3439,0.74,0.7,4,167,3,1,0,0,technical,low
A3440,0.86,0.77,3,271,3,0,0,0,management,low
A3441,0.96,0.61,3,140,3,0,0,0,marketing,low
A3442,0.54,0.6,4,141,3,0,0,0,marketing,low
A3443,0.99,0.87,4,190,2,0,0,0,marketing,low
A3444,0.72,0.73,5,134,2,0,0,0,sales,low
A3445,0.96,0.75,5,176,4,0,0,0,sales,low
A3446,0.73,0.73,4,194,2,0,0,0,sales,low
A3447,0.67,0.44,5,212,4,0,0,0,sales,low
A3448,0.58,0.72,5,234,3,1,0,0,sales,low
A3449,0.9,0.99,4,190,2,0,0,0,sales,low
A3450,0.99,0.37,5,155,3,0,0,0,sales,low
A3451,0.89,0.58,4,232,2,0,0,0,sales,low
A3452,0.72,0.95,4,216,3,0,0,0,sales,low
A3453,0.77,0.8,3,207,3,0,0,0,sales,low
A3454,0.8,0.94,4,200,4,0,0,0,sales,medium
A3455,0.89,0.86,3,178,4,0,0,0,sales,medium
A3456,0.59,0.81,4,173,2,0,0,0,sales,medium
A3457,0.24,0.87,5,268,5,0,0,0,sales,medium
A3458,0.94,0.59,6,212,2,0,0,0,sales,medium
A3459,0.74,0.5,4,216,3,0,0,0,sales,medium
A3460,0.63,0.62,5,212,6,0,0,0,sales,medium
A3461,0.63,0.59,3,155,3,1,0,0,sales,medium
A3462,0.77,0.65,4,164,2,0,0,0,sales,medium
A3463,0.87,0.74,3,209,3,0,0,0,accounting,medium
A3464,0.79,0.61,4,136,3,0,0,0,accounting,medium
A3465,0.54,0.84,4,223,3,0,0,0,accounting,medium
A3466,0.59,0.83,4,239,4,0,0,0,hr,high
A3467,0.86,0.87,3,205,4,0,0,0,hr,low
A3468,0.98,0.68,3,203,3,0,0,0,hr,medium
A3469,1,0.79,5,152,4,0,0,0,hr,medium
A3470,0.9,0.79,4,236,3,1,0,0,technical,medium
A3471,0.34,0.6,4,114,3,0,0,0,technical,medium
A3472,0.95,0.93,3,209,2,0,0,0,technical,low
A3473,0.79,0.48,4,178,2,0,0,0,technical,low
A3474,0.13,0.91,4,175,5,0,0,0,technical,low
A3475,0.72,0.69,3,270,4,0,0,0,technical,low
